Date,Time,Temp,Week,Park,Lat,Long,Percent_asphalt,Location,Button,Round
30/09/2019,15:28:01,16.523,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,15:38:01,16.523,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,15:48:01,16.523,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,15:58:01,16.523,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,16:08:01,17.024,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,16:18:01,16.523,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,16:28:01,16.523,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,16:38:01,16.523,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,16:48:01,16.523,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,16:58:01,17.024,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,17:08:01,17.024,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,17:18:01,17.024,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,17:28:01,17.024,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,17:38:01,17.024,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,17:48:01,17.524,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,17:58:01,17.024,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,18:08:01,17.024,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,18:18:01,17.024,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,18:28:01,16.523,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,18:38:01,16.523,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,18:48:01,16.523,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,18:58:01,16.523,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,19:08:01,16.523,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,19:18:01,16.023,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,19:28:01,16.023,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,19:38:01,16.023,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,19:48:01,16.023,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,19:58:01,16.023,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,20:08:01,16.023,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,20:18:01,16.023,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,20:28:01,16.023,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,20:38:01,16.023,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,20:48:01,16.023,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,20:58:01,16.023,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,21:08:01,16.023,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,21:18:01,16.023,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,21:28:01,16.023,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,21:38:01,16.023,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,21:48:01,16.023,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,21:58:01,16.023,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,22:08:01,16.023,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,22:18:01,16.023,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,22:28:01,16.023,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,22:38:01,16.023,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,22:48:01,16.023,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
30/09/2019,22:58:01,16.023,40,HighPark,43.64297,79.46519,9.806,Park,HighPark5P,Second
